"",".variable","rhat","eff_samples","truncate","quantile"
"72","r_sampleUnit[areaB_zone2_quad1,Intercept]",0.698259997732218,2793.03999092887,TRUE,0
"73","r_sampleUnit[areaB_zone2_quad2,Intercept]",0.838555701857691,3354.22280743076,TRUE,0
"74","r_sampleUnit[areaB_zone2_quad3,Intercept]",0.513953037013735,2055.81214805494,TRUE,0
"75","r_sampleUnit[areaB_zone1_quad1,Intercept]",0.44764978552802,1790.59914211208,TRUE,0
"76","r_sampleUnit[areaB_zone1_quad2,Intercept]",0.437192180157658,1748.76872063063,TRUE,0
"77","r_sampleUnit[areaB_zone1_quad3,Intercept]",0.400748329093313,1602.99331637325,TRUE,0
"78","r_sampleUnit[areaC_zone3_quad1,Intercept]",0.942505394077101,3770.0215763084,TRUE,0
"79","r_sampleUnit[areaC_zone3_quad2,Intercept]",1.0173419583819,4069.36783352761,TRUE,0
"80","r_sampleUnit[areaC_zone3_quad3,Intercept]",0.803608042951158,3214.43217180463,TRUE,0
"81","r_sampleUnit[areaC_zone3_quad4,Intercept]",1.05591168114431,4223.64672457722,TRUE,0
"82","r_sampleUnit[areaC_zone3_quad5,Intercept]",0.926385005070967,3705.54002028387,TRUE,0
"83","r_sampleUnit[areaC_zone2_quad1,Intercept]",0.453999899812712,1815.99959925085,TRUE,0
"84","r_sampleUnit[areaC_zone2_quad2,Intercept]",0.433202832494898,1732.81132997959,TRUE,0
"85","r_sampleUnit[areaC_zone2_quad3,Intercept]",0.798112272574283,3192.44909029713,TRUE,0
"86","lp__",0.240559128694456,962.236514777823,TRUE,0
"87","b_Intercept",0.318565495814871,1274.26198325948,TRUE,0.1
"88","b_erapresent",0.303956826887374,1215.8273075495,TRUE,0.1
"89","b_x2z",0.332362717485905,1329.45086994362,TRUE,0.1
"90","b_x3z",0.360682428101587,1442.72971240635,TRUE,0.1
"91","b_erapresent:x2z",0.33500756318497,1340.03025273988,TRUE,0.1
"92","b_erapresent:x3z",0.340220890274024,1360.8835610961,TRUE,0.1
"93","sd_sampleUnit__Intercept",0.327631834323288,1310.52733729315,TRUE,0.1
"94","sigma",1.41497912412651,5659.91649650604,TRUE,0.1
"95","r_sampleUnit[areaA_zone1,Intercept]",0.425501141980061,1702.00456792025,TRUE,0.1
"96","r_sampleUnit[areaA_zone2,Intercept]",0.377001431902051,1508.0057276082,TRUE,0.1
"97","r_sampleUnit[areaA_zone3,Intercept]",0.418397192727406,1673.58877090962,TRUE,0.1
"98","r_sampleUnit[areaB_zone1,Intercept]",0.40614774083442,1624.59096333768,TRUE,0.1
"99","r_sampleUnit[areaB_zone2,Intercept]",0.317561449721322,1270.24579888529,TRUE,0.1
"100","r_sampleUnit[areaB_zone3,Intercept]",0.324929891416418,1299.71956566567,TRUE,0.1
"101","r_sampleUnit[areaC_zone2,Intercept]",0.461483654669877,1845.93461867951,TRUE,0.1
"102","r_sampleUnit[areaC_zone3,Intercept]",0.375850689725728,1503.40275890291,TRUE,0.1
"103","r_sampleUnit[areaA_zone1_quad1,Intercept]",0.441980580527875,1767.9223221115,TRUE,0.1
"104","r_sampleUnit[areaA_zone2_quad1,Intercept]",0.737403835916778,2949.61534366711,TRUE,0.1
"105","r_sampleUnit[areaA_zone3_quad1,Intercept]",1.35873944408213,5434.95777632854,TRUE,0.1
"106","r_sampleUnit[areaA_zone3_quad2,Intercept]",0.947425019330816,3789.70007732326,TRUE,0.1
"107","r_sampleUnit[areaA_zone3_quad3,Intercept]",0.643308435347956,2573.23374139182,TRUE,0.1
"108","r_sampleUnit[areaA_zone2_quad2,Intercept]",0.918424659767902,3673.69863907161,TRUE,0.1
"109","r_sampleUnit[areaA_zone2_quad3,Intercept]",0.678488667481268,2713.95466992507,TRUE,0.1
"110","r_sampleUnit[areaA_zone1_quad2,Intercept]",0.483272922051027,1933.09168820411,TRUE,0.1
"111","r_sampleUnit[areaA_zone1_quad3,Intercept]",0.47268885533124,1890.75542132496,TRUE,0.1
"112","r_sampleUnit[areaB_zone3_quad1,Intercept]",0.932967006028632,3731.86802411453,TRUE,0.1
"113","r_sampleUnit[areaB_zone3_quad2,Intercept]",1.05337936812631,4213.51747250523,TRUE,0.1
"114","r_sampleUnit[areaB_zone3_quad3,Intercept]",1.1306507620192,4522.60304807681,TRUE,0.1
"115","r_sampleUnit[areaB_zone2_quad1,Intercept]",0.826932332384548,3307.72932953819,TRUE,0.1
"116","r_sampleUnit[areaB_zone2_quad2,Intercept]",0.914903536641725,3659.6141465669,TRUE,0.1
"117","r_sampleUnit[areaB_zone2_quad3,Intercept]",0.52322835243609,2092.91340974436,TRUE,0.1
"118","r_sampleUnit[areaB_zone1_quad1,Intercept]",0.42360897374568,1694.43589498272,TRUE,0.1
"119","r_sampleUnit[areaB_zone1_quad2,Intercept]",0.479073857164859,1916.29542865944,TRUE,0.1
"120","r_sampleUnit[areaB_zone1_quad3,Intercept]",0.422700287106942,1690.80114842777,TRUE,0.1
"121","r_sampleUnit[areaC_zone3_quad1,Intercept]",1.02052764208974,4082.11056835897,TRUE,0.1
"122","r_sampleUnit[areaC_zone3_quad3,Intercept]",0.953140956306768,3812.56382522707,TRUE,0.1
"123","r_sampleUnit[areaC_zone3_quad4,Intercept]",0.908933797222782,3635.73518889113,TRUE,0.1
"124","r_sampleUnit[areaC_zone3_quad5,Intercept]",1.2776464626535,5110.58585061398,TRUE,0.1
"125","r_sampleUnit[areaC_zone2_quad1,Intercept]",0.429953949880719,1719.81579952288,TRUE,0.1
"126","r_sampleUnit[areaC_zone2_quad2,Intercept]",0.416596226768241,1666.38490707297,TRUE,0.1
"127","r_sampleUnit[areaC_zone2_quad3,Intercept]",1.13431186872943,4537.24747491773,TRUE,0.1
"128","lp__",0.234294792329519,937.179169318077,TRUE,0.1
"129","b_Intercept",0.307302908547282,1229.21163418913,TRUE,0.15
"130","b_erapresent",0.306773457624889,1227.09383049956,TRUE,0.15
"131","b_x2z",0.336413973092836,1345.65589237134,TRUE,0.15
"132","b_x3z",0.322247021149098,1288.98808459639,TRUE,0.15
"133","b_erapresent:x2z",0.338844522748397,1355.37809099359,TRUE,0.15
"134","b_erapresent:x3z",0.304081062225614,1216.32424890246,TRUE,0.15
"135","sd_sampleUnit__Intercept",0.362234594041834,1448.93837616734,TRUE,0.15
"136","sigma",1.40737198252866,5629.48793011464,TRUE,0.15
"137","r_sampleUnit[areaA_zone1,Intercept]",0.403456374327675,1613.8254973107,TRUE,0.15
"138","r_sampleUnit[areaA_zone2,Intercept]",0.336747280144294,1346.98912057717,TRUE,0.15
"139","r_sampleUnit[areaA_zone3,Intercept]",0.443512918827614,1774.05167531045,TRUE,0.15
"140","r_sampleUnit[areaB_zone1,Intercept]",0.363526260094961,1454.10504037984,TRUE,0.15
"141","r_sampleUnit[areaB_zone2,Intercept]",0.303466817665277,1213.86727066111,TRUE,0.15
"142","r_sampleUnit[areaB_zone3,Intercept]",0.306294873409698,1225.17949363879,TRUE,0.15
"143","r_sampleUnit[areaC_zone2,Intercept]",0.442589823470128,1770.35929388051,TRUE,0.15
"144","r_sampleUnit[areaC_zone3,Intercept]",0.389293788618522,1557.17515447409,TRUE,0.15
"145","r_sampleUnit[areaA_zone1_quad1,Intercept]",0.434530034249781,1738.12013699912,TRUE,0.15
"146","r_sampleUnit[areaA_zone2_quad1,Intercept]",0.867763499677654,3471.05399871062,TRUE,0.15
"147","r_sampleUnit[areaA_zone3_quad1,Intercept]",1.3430025626816,5372.01025072639,TRUE,0.15
"148","r_sampleUnit[areaA_zone3_quad2,Intercept]",0.873729601505002,3494.91840602001,TRUE,0.15
"149","r_sampleUnit[areaA_zone3_quad3,Intercept]",0.684894306400637,2739.57722560255,TRUE,0.15
"150","r_sampleUnit[areaA_zone2_quad2,Intercept]",0.936045032917421,3744.18013166968,TRUE,0.15
"151","r_sampleUnit[areaA_zone2_quad3,Intercept]",0.718313175075979,2873.25270030392,TRUE,0.15
"152","r_sampleUnit[areaA_zone1_quad2,Intercept]",0.497992819072917,1991.97127629167,TRUE,0.15
"153","r_sampleUnit[areaA_zone1_quad3,Intercept]",0.392449781811551,1569.79912724621,TRUE,0.15
"154","r_sampleUnit[areaB_zone3_quad1,Intercept]",1.04695246937757,4187.80987751029,TRUE,0.15
"155","r_sampleUnit[areaB_zone3_quad2,Intercept]",1.11287067698729,4451.48270794918,TRUE,0.15
"156","r_sampleUnit[areaB_zone3_quad3,Intercept]",0.941923408038049,3767.6936321522,TRUE,0.15
"157","r_sampleUnit[areaB_zone2_quad1,Intercept]",0.89592696333101,3583.70785332404,TRUE,0.15
"158","r_sampleUnit[areaB_zone2_quad2,Intercept]",0.833602336010486,3334.40934404195,TRUE,0.15
"159","r_sampleUnit[areaB_zone2_quad3,Intercept]",0.439629785679655,1758.51914271862,TRUE,0.15
"160","r_sampleUnit[areaB_zone1_quad1,Intercept]",0.388477332481101,1553.9093299244,TRUE,0.15
"161","r_sampleUnit[areaB_zone1_quad2,Intercept]",0.403687773350639,1614.75109340256,TRUE,0.15
"162","r_sampleUnit[areaB_zone1_quad3,Intercept]",0.359608750982968,1438.43500393187,TRUE,0.15
"163","r_sampleUnit[areaC_zone3_quad1,Intercept]",0.957282510972304,3829.13004388921,TRUE,0.15
"164","r_sampleUnit[areaC_zone3_quad3,Intercept]",0.923593415988867,3694.37366395547,TRUE,0.15
"165","r_sampleUnit[areaC_zone3_quad4,Intercept]",1.27563466785662,5102.53867142646,TRUE,0.15
"166","r_sampleUnit[areaC_zone3_quad5,Intercept]",1.41079683664666,5643.18734658663,TRUE,0.15
"167","r_sampleUnit[areaC_zone2_quad1,Intercept]",0.41142963346412,1645.71853385648,TRUE,0.15
"168","r_sampleUnit[areaC_zone2_quad2,Intercept]",0.413713140169757,1654.85256067903,TRUE,0.15
"169","r_sampleUnit[areaC_zone2_quad3,Intercept]",1.00414274754383,4016.57099017532,TRUE,0.15
"170","lp__",0.263400066872193,1053.60026748877,TRUE,0.15
"171","b_Intercept",0.369410406683979,1477.64162673591,TRUE,0.2
"172","b_erapresent",0.323880621870011,1295.52248748004,TRUE,0.2
"173","b_x2z",0.312578589835039,1250.31435934016,TRUE,0.2
"174","b_x3z",0.352195414861108,1408.78165944443,TRUE,0.2
"175","b_erapresent:x2z",0.296134706405338,1184.53882562135,TRUE,0.2
"176","b_erapresent:x3z",0.305727872727257,1222.91149090903,TRUE,0.2
"177","sd_sampleUnit__Intercept",0.351427114251223,1405.70845700489,TRUE,0.2
"178","sigma",1.53338633177667,6133.54532710669,TRUE,0.2
"179","r_sampleUnit[areaA_zone1,Intercept]",0.403822891149684,1615.29156459874,TRUE,0.2
"180","r_sampleUnit[areaA_zone2,Intercept]",0.415224862822533,1660.89945129013,TRUE,0.2
"181","r_sampleUnit[areaA_zone3,Intercept]",0.389305865185377,1557.22346074151,TRUE,0.2
"182","r_sampleUnit[areaB_zone1,Intercept]",0.380786354570724,1523.1454182829,TRUE,0.2
"183","r_sampleUnit[areaB_zone2,Intercept]",0.342098959598055,1368.39583839222,TRUE,0.2
"184","r_sampleUnit[areaB_zone3,Intercept]",0.389033789565398,1556.13515826159,TRUE,0.2
"185","r_sampleUnit[areaC_zone2,Intercept]",0.513762126830806,2055.04850732323,TRUE,0.2
"186","r_sampleUnit[areaC_zone3,Intercept]",0.395504462854084,1582.01785141634,TRUE,0.2
"187","r_sampleUnit[areaA_zone1_quad1,Intercept]",0.36236662078737,1449.46648314948,TRUE,0.2
"188","r_sampleUnit[areaA_zone2_quad1,Intercept]",1.22763349781812,4910.5339912725,TRUE,0.2
"189","r_sampleUnit[areaA_zone3_quad1,Intercept]",1.65305039117144,6612.20156468578,TRUE,0.2
"190","r_sampleUnit[areaA_zone3_quad2,Intercept]",1.05524118824174,4220.96475296697,TRUE,0.2
"191","r_sampleUnit[areaA_zone3_quad3,Intercept]",0.806781993255937,3227.12797302375,TRUE,0.2
"192","r_sampleUnit[areaA_zone2_quad2,Intercept]",1.06711095525646,4268.44382102584,TRUE,0.2
"193","r_sampleUnit[areaA_zone2_quad3,Intercept]",0.993365762701642,3973.46305080657,TRUE,0.2
"194","r_sampleUnit[areaA_zone1_quad2,Intercept]",0.408572877030104,1634.29150812042,TRUE,0.2
"195","r_sampleUnit[areaA_zone1_quad3,Intercept]",0.410618477240751,1642.473908963,TRUE,0.2
"196","r_sampleUnit[areaB_zone3_quad1,Intercept]",1.1259863817026,4503.9455268104,TRUE,0.2
"197","r_sampleUnit[areaB_zone3_quad2,Intercept]",1.37266341324801,5490.65365299204,TRUE,0.2
"198","r_sampleUnit[areaB_zone3_quad3,Intercept]",1.20382040664537,4815.28162658147,TRUE,0.2
"199","r_sampleUnit[areaB_zone2_quad1,Intercept]",1.02671269080075,4106.85076320302,TRUE,0.2
"200","r_sampleUnit[areaB_zone2_quad2,Intercept]",1.12669964464163,4506.79857856653,TRUE,0.2
"201","r_sampleUnit[areaB_zone2_quad3,Intercept]",0.607438566615678,2429.75426646271,TRUE,0.2
"202","r_sampleUnit[areaB_zone1_quad1,Intercept]",0.376980149231205,1507.92059692482,TRUE,0.2
"203","r_sampleUnit[areaB_zone1_quad2,Intercept]",0.430178728774263,1720.71491509705,TRUE,0.2
"204","r_sampleUnit[areaB_zone1_quad3,Intercept]",0.34037438631984,1361.49754527936,TRUE,0.2
"205","r_sampleUnit[areaC_zone3_quad1,Intercept]",1.09107284719414,4364.29138877656,TRUE,0.2
"206","r_sampleUnit[areaC_zone3_quad3,Intercept]",0.934446439023104,3737.78575609242,TRUE,0.2
"207","r_sampleUnit[areaC_zone3_quad4,Intercept]",1.35276580829996,5411.06323319983,TRUE,0.2
"208","r_sampleUnit[areaC_zone3_quad5,Intercept]",1.11006544929187,4440.26179716746,TRUE,0.2
"209","r_sampleUnit[areaC_zone2_quad1,Intercept]",0.560063482383953,2240.25392953581,TRUE,0.2
"210","r_sampleUnit[areaC_zone2_quad2,Intercept]",0.589152261395454,2356.60904558182,TRUE,0.2
"211","r_sampleUnit[areaC_zone2_quad3,Intercept]",1.11423670921419,4456.94683685677,TRUE,0.2
"212","lp__",0.240670604628861,962.682418515442,TRUE,0.2
"213","b_Intercept",0.479147425974882,1916.58970389953,TRUE,0.25
"214","b_erapresent",0.463015238547046,1852.06095418818,TRUE,0.25
"215","b_x2z",0.4330060804213,1732.0243216852,TRUE,0.25
"216","b_x3z",0.409843811036707,1639.37524414683,TRUE,0.25
"217","b_erapresent:x2z",0.417006897346,1668.027589384,TRUE,0.25
"218","b_erapresent:x3z",0.38280386701682,1531.21546806728,TRUE,0.25
"219","sd_sampleUnit__Intercept",0.38441110710552,1537.64442842208,TRUE,0.25
"220","sigma",1.46640142678661,5865.60570714646,TRUE,0.25
"221","r_sampleUnit[areaA_zone1,Intercept]",0.458418945207157,1833.67578082863,TRUE,0.25
"222","r_sampleUnit[areaA_zone2,Intercept]",0.517449610975216,2069.79844390086,TRUE,0.25
"223","r_sampleUnit[areaA_zone3,Intercept]",0.440953953230123,1763.81581292049,TRUE,0.25
"224","r_sampleUnit[areaB_zone1,Intercept]",0.460919926808601,1843.6797072344,TRUE,0.25
"225","r_sampleUnit[areaB_zone2,Intercept]",0.451309358113691,1805.23743245477,TRUE,0.25
"226","r_sampleUnit[areaB_zone3,Intercept]",0.403463758772706,1613.85503509082,TRUE,0.25
"227","r_sampleUnit[areaC_zone2,Intercept]",0.52221052039033,2088.84208156132,TRUE,0.25
"228","r_sampleUnit[areaC_zone3,Intercept]",0.452896492126147,1811.58596850459,TRUE,0.25
"229","r_sampleUnit[areaA_zone1_quad1,Intercept]",0.680879871493133,2723.51948597253,TRUE,0.25
"230","r_sampleUnit[areaA_zone2_quad1,Intercept]",1.08477277035172,4339.0910814069,TRUE,0.25
"231","r_sampleUnit[areaA_zone3_quad1,Intercept]",1.5047674860791,6019.0699443164,TRUE,0.25
"232","r_sampleUnit[areaA_zone3_quad2,Intercept]",1.1806503614393,4722.60144575722,TRUE,0.25
"233","r_sampleUnit[areaA_zone3_quad3,Intercept]",0.99902785885185,3996.1114354074,TRUE,0.25
"234","r_sampleUnit[areaA_zone2_quad2,Intercept]",1.29247364498956,5169.89457995822,TRUE,0.25
"235","r_sampleUnit[areaA_zone2_quad3,Intercept]",1.0056491237564,4022.5964950256,TRUE,0.25
"236","r_sampleUnit[areaA_zone1_quad2,Intercept]",0.816950649616328,3267.80259846531,TRUE,0.25
"237","r_sampleUnit[areaA_zone1_quad3,Intercept]",0.538957184410112,2155.82873764045,TRUE,0.25
"238","r_sampleUnit[areaB_zone3_quad1,Intercept]",1.26655806491214,5066.23225964854,TRUE,0.25
"239","r_sampleUnit[areaB_zone3_quad2,Intercept]",1.13912571934712,4556.5028773885,TRUE,0.25
"240","r_sampleUnit[areaB_zone3_quad3,Intercept]",1.34929317784923,5397.1727113969,TRUE,0.25
"241","r_sampleUnit[areaB_zone2_quad1,Intercept]",1.00314261055203,4012.57044220814,TRUE,0.25
"242","r_sampleUnit[areaB_zone2_quad2,Intercept]",1.07131737036727,4285.26948146908,TRUE,0.25
"243","r_sampleUnit[areaB_zone2_quad3,Intercept]",0.760814209177605,3043.25683671042,TRUE,0.25
"244","r_sampleUnit[areaB_zone1_quad1,Intercept]",0.562207563963756,2248.83025585503,TRUE,0.25
"245","r_sampleUnit[areaB_zone1_quad2,Intercept]",0.657370450584691,2629.48180233876,TRUE,0.25
"246","r_sampleUnit[areaB_zone1_quad3,Intercept]",0.461129948833981,1844.51979533593,TRUE,0.25
"247","r_sampleUnit[areaC_zone3_quad1,Intercept]",1.36844273467882,5473.77093871529,TRUE,0.25
"248","r_sampleUnit[areaC_zone3_quad3,Intercept]",1.04007806330632,4160.31225322528,TRUE,0.25
"249","r_sampleUnit[areaC_zone3_quad4,Intercept]",1.42801481195804,5712.05924783214,TRUE,0.25
"250","r_sampleUnit[areaC_zone3_quad5,Intercept]",1.31222053694006,5248.88214776026,TRUE,0.25
"251","r_sampleUnit[areaC_zone2_quad1,Intercept]",0.74614625261679,2984.58501046716,TRUE,0.25
"252","r_sampleUnit[areaC_zone2_quad2,Intercept]",0.769688188143045,3078.75275257218,TRUE,0.25
"253","r_sampleUnit[areaC_zone2_quad3,Intercept]",1.47704222157616,5908.16888630466,TRUE,0.25
"254","lp__",0.260432656476346,1041.73062590538,TRUE,0.25
"255","b_Intercept",0.493005011428833,1972.02004571533,TRUE,0.3
"256","b_erapresent",0.498065160536972,1992.26064214789,TRUE,0.3
"257","b_x2z",0.489367382039455,1957.46952815782,TRUE,0.3
"258","b_x3z",0.500954389754129,2003.81755901651,TRUE,0.3
"259","b_erapresent:x2z",0.497285904787751,1989.14361915101,TRUE,0.3
"260","b_erapresent:x3z",0.479222826696281,1916.89130678512,TRUE,0.3
"261","sd_sampleUnit__Intercept",0.365082596262663,1460.33038505065,TRUE,0.3
"262","sigma",1.44775057847546,5791.00231390184,TRUE,0.3
"263","r_sampleUnit[areaA_zone1,Intercept]",0.481999757150005,1927.99902860002,TRUE,0.3
"264","r_sampleUnit[areaA_zone2,Intercept]",0.514087654344373,2056.35061737749,TRUE,0.3
"265","r_sampleUnit[areaA_zone3,Intercept]",0.5890522572311,2356.2090289244,TRUE,0.3
"266","r_sampleUnit[areaB_zone1,Intercept]",0.506631156988785,2026.52462795514,TRUE,0.3
"267","r_sampleUnit[areaB_zone2,Intercept]",0.457787364014838,1831.14945605935,TRUE,0.3
"268","r_sampleUnit[areaB_zone3,Intercept]",0.510422077678889,2041.68831071556,TRUE,0.3
"269","r_sampleUnit[areaC_zone2,Intercept]",0.543610646769321,2174.44258707729,TRUE,0.3
"270","r_sampleUnit[areaC_zone3,Intercept]",0.578474682184345,2313.89872873738,TRUE,0.3
"271","r_sampleUnit[areaA_zone1_quad1,Intercept]",0.650570367437157,2602.28146974863,TRUE,0.3
"272","r_sampleUnit[areaA_zone2_quad1,Intercept]",1.20719781114593,4828.79124458373,TRUE,0.3
"273","r_sampleUnit[areaA_zone3_quad1,Intercept]",1.5877398940275,6350.95957611,TRUE,0.3
"274","r_sampleUnit[areaA_zone3_quad2,Intercept]",1.15960865678721,4638.43462714885,TRUE,0.3
"275","r_sampleUnit[areaA_zone3_quad3,Intercept]",1.21566043579428,4862.64174317712,TRUE,0.3
"276","r_sampleUnit[areaA_zone2_quad2,Intercept]",1.30357867618085,5214.31470472341,TRUE,0.3
"277","r_sampleUnit[areaA_zone2_quad3,Intercept]",1.18349803026371,4733.99212105482,TRUE,0.3
"278","r_sampleUnit[areaA_zone1_quad2,Intercept]",1.07157199423385,4286.28797693542,TRUE,0.3
"279","r_sampleUnit[areaA_zone1_quad3,Intercept]",0.650813112614441,2603.25245045776,TRUE,0.3
"280","r_sampleUnit[areaB_zone3_quad1,Intercept]",1.4000566078046,5600.2264312184,TRUE,0.3
"281","r_sampleUnit[areaB_zone3_quad2,Intercept]",1.33742541141379,5349.70164565516,TRUE,0.3
